# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-08-27 15:15:01.781
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.440909,-0.2070,-1.8060,4.1050,4.49
4.456932,0.1250,-2.9660,4.9830,5.80
4.457497,0.1190,-3.4100,5.0540,6.10
4.473989,-0.1250,-3.6470,4.8570,6.08
4.492144,-0.4890,-3.6650,4.2890,5.66
4.492750,-0.8650,-3.6390,3.4530,5.09
4.507128,-1.0130,-3.7040,2.4680,4.56
4.507821,-1.0450,-3.7760,1.3610,4.15
4.524410,-0.8970,-3.8040,0.4240,3.93
4.540336,-0.6770,-3.8800,-0.3970,3.96
4.540989,-0.4200,-3.9810,-1.0560,4.14
4.557302,-0.2510,-4.0480,-1.5490,4.34
4.557641,-0.2430,-4.0670,-1.9040,4.50
4.574293,-0.0380,-3.7850,-2.2660,4.41
4.590326,-0.2910,-3.9400,-2.6890,4.78
4.590694,-0.7260,-3.7540,-3.3550,5.09
4.607440,-0.9650,-3.4900,-3.7640,5.22
4.608163,-1.0630,-3.3820,-4.3090,5.58
4.624441,-1.1070,-3.1850,-4.8430,5.90
4.641074,-1.0670,-2.9110,-5.2790,6.12
4.641726,-1.0150,-2.5790,-5.5810,6.23
4.657663,-1.0030,-2.1660,-5.8040,6.28
4.658267,-0.9790,-1.7620,-5.8910,6.23
4.670304,-0.7970,-1.5330,-6.0910,6.33
4.685471,-0.5960,-1.5280,-6.3760,6.58
4.692589,-0.4970,-1.3870,-6.4780,6.64
4.707242,-0.5480,-0.9980,-6.5130,6.61
4.707651,-0.5400,-0.9070,-6.5460,6.63
4.719420,-0.5400,-0.9070,-6.5460,6.63
4.741866,-0.7100,-0.5180,-6.3400,6.40
4.742270,-0.8690,-0.0470,-6.0770,6.14
4.757126,-0.8900,0.3200,-5.7930,5.87
4.757389,-0.8350,0.5190,-5.5070,5.59
4.770983,-0.8210,0.7030,-5.1930,5.30
4.784495,-0.9150,0.8570,-4.7200,4.88
4.789463,-1.0090,0.9710,-4.2780,4.50
4.801635,-1.2190,1.1170,-3.8540,4.19
4.808917,-1.3620,1.2190,-3.3990,3.86
4.817060,-1.4860,1.2850,-2.9540,3.55
4.835322,-1.5670,1.3620,-2.6100,3.34
4.839423,-1.7120,1.3690,-2.1600,3.08
4.854102,-1.9420,1.4330,-1.7800,3.00
4.859477,-2.2000,1.6690,-1.4510,3.12
4.872863,-2.3880,1.8980,-0.9540,3.20
4.890044,-2.3770,2.0140,-0.5540,3.16
4.890646,-2.1710,2.0070,-0.1610,2.96
4.906890,-1.9760,2.0340,-0.0010,2.84
4.907483,-1.9050,2.1300,0.2080,2.87
4.923397,-1.7830,2.1350,0.3260,2.80
4.938923,-1.6990,1.9920,0.4770,2.66
4.939457,-1.6690,1.8130,0.5530,2.53
4.955161,-1.7400,1.6740,0.7080,2.52
4.959051,-1.8080,1.6290,0.7010,2.53
4.971945,-1.7920,1.5440,0.4750,2.41
4.989494,-1.7970,1.7500,0.7750,2.63
4.990067,-1.7730,1.7770,1.1240,2.75
5.006566,-1.6210,1.2880,1.3220,2.46
5.007405,-1.4420,0.9370,1.2970,2.15
5.021763,-1.6940,0.9090,1.1080,2.22
5.037127,-1.9980,0.8640,1.0470,2.42
5.037628,-2.2830,0.8000,0.9890,2.61
5.055290,-2.5480,0.8910,0.9740,2.87
5.059044,-2.8120,0.9250,0.9900,3.12
5.072503,-2.8960,0.9190,1.0190,3.20
5.089190,-2.8250,0.8660,0.9990,3.12
5.089810,-2.6030,0.7840,0.9490,2.88
5.105449,-2.2350,0.5800,0.8320,2.45
5.108902,-1.8170,0.3960,0.7280,2.00
5.122459,-1.2790,0.1580,0.6250,1.43
5.138897,-0.6900,-0.0440,0.5180,0.86
5.139675,-0.1250,-0.1900,0.4050,0.46
5.156075,0.2770,-0.2830,0.3340,0.52
5.156622,0.6270,-0.3720,0.1180,0.74
5.173328,0.6400,-0.2930,0.1080,0.71
5.187878,0.4500,-0.1920,0.2600,0.55
5.188473,0.3770,0.0300,0.1910,0.42
5.205631,0.2700,0.2920,0.3190,0.51
5.221281,0.2260,0.3780,0.6420,0.78
5.221850,0.3940,0.3950,1.1540,1.28
5.237855,0.6270,0.4850,1.7750,1.94
5.238425,1.3570,0.5610,2.4410,2.85
5.254235,2.4650,0.1830,3.1340,3.99
5.258429,3.3800,-0.4010,4.1350,5.36
5.271688,4.2980,-0.9780,4.8290,6.54
